WUA,student,session,file,treatment,player,age,age_cat,education_level,education_level_cat,woman,risk_av,risk_av_cat,beliefs_pre,beliefs_inter,beliefs_post,cause_autority,cause_injustice,cause_file,cause_necesity,cause_other_people,open_question,beliefs_pre_cat,beliefs_inter_cat,beliefs_post_cat
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,79xm1f8d,23,1,3,1,1,2,2,4,3,8,4,4,5,3,4,"Consideraron una necesidad cubrir las horas, con temor a no alcanzar en el siguiente turno o no alcanzar en el mismo. Considero que al igual que en esta actividad, se hace por desentender y no ser empático de que el otro necesita tal vez lo mismo o más que uno.",2,1,3
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,kgukuf5y,21,1,3,1,1,2,2,2,7,3,3,3,3,3,3,"era menor la pérdida de dienero de la multa que la perdida de dinero por no regar lo suficiente, no era relacionado con el agua, estaba relacionado con el dinero",1,3,1
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,5c71z4dj,21,1,4,2,1,2,2,4,3,5,2,2,2,2,2,"consideraron la temporada de verano como un factor para necesitar mas agua en sus cultivos",2,1,2
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,a42mp3tc,23,1,3,1,0,1,2,3,7,9,1,1,5,3,5,"1. Que trataron de satisfacer el agua que les faltaba.  2. No tuvieron miedo de la fiscalizacion, ya que era mas barato la multa a que te faltara agua.  3. Pensaron en las necesidades suyas en ves la del resto.   ",1,3,3
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,kzby105a,21,1,3,1,0,4,1,3,10,9,5,5,5,2,5,"Probablemente fue porque necesitaban mas horas de agua, lo que hizo que usen mas agua. Pero al mismo tiempo, al no haber una comunicacion se impide el uso equitativo y equilibrado del agua. Con la comunicacion se puede hacer que las perdidas se minimisen.",1,3,3
0,1,1,all_apps_wide-2024-05-28_SESION1.csv,0,fu8pat97,24,1,3,1,1,1,2,6,4,7,2,2,4,1,4,"Creo que tiene que ver con las ""necesidades"" del terreno y de la temporada, en general en verano se tiende a necesitar más agua (por lo mismo es más cara) pero implica una mayor ganancia dentro del sistema agricola. Por lo que sacar más de 12 horas de agua , tal vez es lo que necesitaban para sacar provecho a su terreno y cosechas.",2,2,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,nl39v558,25,1,4,2,0,2,2,3,0,0,4,4,3,3,3,"Beneficio personal.",1,1,1
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,ucrj416t,21,1,4,2,0,3,1,3,4,5,3,4,4,2,4,"Principalmente con fines de lucro propio o si bien fue por no habia nadie viendo.  ",1,2,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,u3grq4sw,21,1,4,2,1,2,2,2,3,3,2,2,4,2,4,"porque consideraron que era muy poco el tiempo considerando a lo que podia regar su vecino",1,1,1
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,u0j5u30g,23,1,3,1,0,5,1,8,6,9,4,1,1,2,1,"La multa era siempre más baja que la perdida en caso de no cumplir con las horas, por las que no había razón para no usar más de las 12 horas. Además, se notaba que todos no estaban respetando la norma. El anonimato también incentiva a no respetar la norma.",3,2,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,zbszsu57,22,1,3,1,1,2,2,4,4,10,3,2,5,2,4,"Yo creo que fue porque las horas no eran suficientes y sabían que todos iban a usar más de 12 horas si era necesario, pero dudo que alguien haya usado más de lo que necesitaba, es decir, no creo que alguien lo hiciera con una mala intención hacia el otro",2,2,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,7gda5kw6,29,1,4,2,0,5,1,2,2,1,5,5,5,2,5,"egocentrismo o sarcasmo ",1,1,1
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,kq9i5tci,23,1,3,1,0,5,1,5,6,6,3,2,4,2,3,"Para cubrir las necesidades y no perder dinero",2,2,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,yxji0cyl,22,1,3,1,1,2,2,2,4,6,3,2,4,1,2,"El protegerse a uno mismo,  a nadie le gusta perder y si tienen que elegir entre el bienestar propio y el ajeno. La gran mayoría elegirá salvarse a uno mismo",1,2,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,pux5t2xr,21,1,3,1,1,2,2,8,0,6,3,2,5,4,4,"El motivo pudo haber sido tratar de encontrar un equilibrio entre las pérdidas de los dos para que perdieran más o menos la misma cantidad y no arriesgarse a que alguno perdiera una cantidad grande.",3,1,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,abi0j9nq,23,1,3,1,0,2,2,1,3,6,4,5,5,4,2,"No querían sufrir perdidas de dinero, por lo que anteponen su beneficio personal a costa de los demás.",1,1,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,jzdhol7v,20,1,3,1,1,2,2,3,3,7,3,4,5,4,5,"Su necesidad era mayor a 12 horas",1,1,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,srje7gmy,26,1,3,1,0,5,1,7,5,6,5,2,5,2,5,"Puesto que no existió dialogo entre las partes, ni acuerdos del uso del agua, como en general habría en una comunidad agrícola, creo que se priorizó la posibilidad de ganancia personal por sobre el equilibrio.  ",3,2,2
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,ktsuj3s8,21,1,3,1,0,2,2,3,6,7,2,4,4,2,3,"Ya que se priorizaba la ganancia propia. Pero también iba dependiendo de la cantidad de horas que necesitaba el vecino y el cuanto podría ser de multa. En pocos casos que me tocó tener menos agua me dieron un poco más de horas que yo necesitaba, o en otros casos que yo necesitaba más agua sabía que la persona iba a perder más, por lo que me daba más horas pero a su vez me descontaba un par de horas para que a mi vecino no le descontaran tanto. Por lo tanto es un tema de empatía hacia los vecinos que necesitaban también más agua, pero a su vez prioridad para mis necesidades. ",1,2,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,6z6ugrl9,22,1,3,1,0,5,1,2,6,7,3,1,4,2,2,"Pensar en el bienestar personal, sin importar la situación que vive la otra persona.",1,2,3
0,1,2,all_apps_wide-2024-05-28_SESION2.csv,1,3nmcsbgv,21,1,3,1,0,2,2,2,4,5,3,2,3,2,1,"me imagino que al vecino estaba más complicado que yo durante las temporadas",1,2,2
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,wsluzbio,22,1,4,2,1,2,2,10,5,5,3,3,4,2,4,"era lo que requerían, salía que la necesitaban.",3,2,2
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,om26trdv,21,1,3,1,0,4,1,2,4,9,3,2,1,2,1,"Luego de un par de turnos o se dieron cuenta de que los demás no respetaban el limite de las 12 horas o decidieron que como no había castigo, ellos debían de quitarles agua a modo de castigo a sus vecinos.",1,2,3
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,9ersq5ll,27,1,3,1,0,5,1,2,9,9,3,2,4,3,2,"Si su necesidad era de mas de 12 horas, ellos sacaron mas de 12 porque si se evalúa la perdida por falta de agua vs la multa, era mas conveniente sacar para cumplir toda la necesidad. En resumen, el castigo de la fiscalización era muy bajo. ",1,3,3
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,l4i9oxju,21,1,3,1,0,2,2,3,6,7,3,2,4,2,2,"Al haber una ganancia de por medio, las ganas de no perder dinero son mayores a las reglas impuestas por un externo para seguir, por esto se prefiere romper estas reglas para lograr un fin más beneficioso para uno. ",1,2,3
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,6qaxzzrp,27,1,3,1,0,2,2,2,2,2,1,4,5,5,5,"para completar la cantidad de agua que necesitaban para su riego",1,1,1
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,keuzcds6,21,1,3,1,1,4,1,0,3,7,4,3,5,3,5,"Creo que los motivos de los otros participantes que tuvieron que sacar más de 12 horas de agua durante la actividad fueron enfocados a la ganancia monetaria de la temporada, basándose en cuánto les beneficiaría o afectaría de manera negativa. Además, de ver el propio bienestar y estabilidad de ""su parte"" del cultivo.",1,1,3
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,po1xmivv,21,1,3,1,1,2,2,3,5,5,4,2,5,3,3,"La necesidad personal y auto conveniencia de regar su campo. Ademas, al ver que los demás tampoco cumplían ellos sentían que también podían hacerlo.",1,2,2
0,1,3,all_apps_wide-2024-05-28_SESION3.csv,1,y0430isi,20,1,3,1,1,2,2,4,3,6,4,2,5,2,4,"La necesidad de cumplir con las horas que el cultivo tenía.",2,1,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,yhcb2fxg,75,2,3,1,1,1,2,6,8,5,4,4,5,4,4,"alcanzar las horas asignadas",2,3,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,0ywvxm8w,73,2,2,1,1,2,2,6,6,6,1,4,4,2,3,"",2,2,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,vwm9ncks,72,2,3,1,1,2,2,8,7,5,3,4,4,2,4,"no respetaron  las reglas ",3,3,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,lv3dx3ja,59,2,3,1,1,5,1,0,5,7,5,5,5,5,5,"Se cumplio  lo que se les decia, yo trate de poner siempre 12 hrs, pero al ver que perdia puse mas un par de veces.",1,2,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,sanbjnz6,65,2,4,2,1,2,2,5,5,7,2,2,5,2,4,"Poder cubrir, aunque sea parcialmente, la necesidad de agua. Intentar minimizar las pérdidas.",2,2,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,u287qq6x,75,2,3,1,0,5,1,10,7,10,2,3,1,3,2,"polsiblemente las sequias los afecto y usaron mas de lo permitidol",3,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,bvjsi3gz,43,1,3,1,1,1,2,8,8,8,2,1,2,1,3,"pensaron que les faltaba",3,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,uodyjoqm,68,2,4,2,1,3,1,5,10,8,5,4,5,5,4,"mala distribucion",2,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,4ihwyjep,68,2,5,2,1,4,1,1,6,6,4,5,5,4,5,"Se privilegio la necesidad del riego.",1,2,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,sivtpvzq,62,2,2,1,1,2,2,6,10,10,2,2,4,4,4,"x que su sembrado necesitaba mas agua",2,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,hofzc0r7,57,2,3,1,1,1,2,2,1,2,2,4,2,4,5,"no respetaron los acuerdos ",1,1,1
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,pijtxera,46,1,4,2,1,4,1,2,0,2,4,4,5,4,4,"porque querían ganar más dinero",1,1,1
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,uy351iy9,21,1,2,1,1,2,2,5,5,8,5,4,5,3,1,"  porque hay personas que no querían perder horas de riego, en mi caso primero partí escogiendo hasta 12 horas en caso de necesitar más para no perjudicar a la otra persona, pero después vi que la otra persona no me dejaba horas entonces fui escogiendo lo que mas me convenía  ",2,2,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,dunch37i,25,1,3,1,0,5,1,6,10,10,2,1,3,1,3,"Cada quien traba de cumplir con sus necesidades, no creo que sea por perjudicar al otro, sino mas bien por no perjudicarse a si mismo, si tienes el primer turno y sacas mas de las horas reglamentarias, la multa no te hace perder tanto como si sacaras solo las horas reglamentarias y te faltaran horas para cumplir con tu necesidad.",2,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,qyqbk1yv,25,1,3,1,1,5,1,6,7,9,2,3,3,3,2,"yo creo que el motivo principal fue ver que el otro participante no respetaba las 12 horas en ninguna ocasión y respetar el acuerdo significa dinero",2,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,f84q8s30,72,2,3,1,1,2,2,2,6,6,2,5,2,3,4,"",1,2,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,1ag2igc4,54,2,3,1,1,2,2,0,2,6,5,5,5,5,5,"usaron mas agua para mejorar sus cultivos y no perder sus cosechas",1,1,2
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,b2xaxyas,41,1,4,2,0,1,2,10,10,10,2,5,4,4,5,"Querían ganar lo máximo posible; ignorancia en saber que otro podría perder con su decisión; venganza porque otro le dejó agua insuficiente en alguna oportunidad; falta de acuerdo de bien común con el otro.",3,3,3
0,0,4,all_apps_wide-2024-06-19_SESION1.csv,0,3coewrra,53,2,4,2,1,3,1,10,10,10,3,3,3,3,3,"el motivo es la necesidad de la cantidad de horas que la persona debe regar. por algo decía NECESIDAD",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,sc1swib2,65,2,5,2,1,3,1,10,10,10,3,2,1,3,1,"La necesidad de obtener buenos resultados, que es lo que nos lleva a tener cultivos.  Nuestro trabajo.",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,2kuf47ww,59,2,4,2,0,2,2,5,5,5,5,5,5,5,5,"Tengo la idea que es parte de nuestro cultura, aprovechar la posibilidad cuando o no existan suficientes controles",2,2,2
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,83rh5w58,44,1,3,1,0,2,2,10,8,10,3,3,5,2,1,"necesidades economicas de no generar perdidas  se trata de personas que en general no cumplen sus compromisos  no existe un castigo definido para el incumplimiento",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,xzyy5o3u,53,2,4,2,0,3,1,10,10,10,2,5,5,3,5,"En que sus cultivos se secarían y tendrían perdidas en su producción si regaban menos",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,ka0t9y1t,54,2,4,2,0,4,1,5,4,5,4,4,4,4,4,"la necesidad de mantener productivo su cultivo",2,2,2
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,rdtn9zl8,47,1,3,1,0,2,2,5,5,6,2,4,5,4,5,"poca agua y no alcansaron a regar el predio  en su totalidad",2,2,2
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,1cuymmqm,72,2,3,1,1,3,1,7,10,10,4,1,4,4,4,"les falta agua",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,ebsit5jl,65,2,3,1,0,1,2,4,10,7,3,2,4,4,4,"7",2,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,jfxcgvek,69,2,3,1,0,1,2,4,2,6,1,2,4,3,1,"",2,1,2
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,j6nvsjra,56,2,4,2,0,1,2,10,10,10,4,4,2,1,4,"2",3,3,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,a486eybz,64,2,1,1,0,1,2,9,2,9,2,5,1,2,1,"no estaban de acuerdo con lo que hicieron porque sacaron más de su medida porque no respetaron",3,1,3
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,5zgox8sw,73,2,2,1,0,3,1,1,1,1,2,2,2,2,4,"ningun motivo",1,1,1
1,0,5,all_apps_wide-2024-06-29-SESION1.csv,1,kom2ljz6,60,2,3,1,0,2,2,10,9,10,5,3,4,1,2,"5",3,3,3
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,lpobu2kw,68,2,2,1,0,1,2,10,10,10,3,4,4,4,5,"nesesitaban  mas  agua",3,3,3
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,alyol8ei,57,2,4,2,0,2,2,5,6,10,2,4,4,3,4,"por que algunas personas tenian miedo de perder sus cultivos ",2,2,3
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,d9a6nw73,71,2,4,2,0,1,2,10,10,10,2,5,2,3,4,"Por falta de horas de riego.",3,3,3
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,zzrhrtmh,70,2,4,2,0,2,2,4,4,4,2,4,1,4,5,"necesidades propias , sin pensar en los vecinos  ",2,2,2
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,nlzlfdho,35,1,3,1,1,2,2,10,10,10,5,2,3,4,3,"que el hecho de que necesitaran mas agua no pensaron en su vecino para compartir el agua",3,3,3
1,0,6,all_apps_wide-2024-06-29-SESION2.csv,0,al2t2enz,66,2,2,1,1,2,2,8,10,10,2,1,4,2,4,"necesidad",3,3,3
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,7saqxe88,33,1,4,2,1,1,2,5,10,10,3,2,5,2,5,"Percepción de distribución injusta, cantidad de horas asignadas insuficientes e intereses propios por sobre el del resto de participantes",2,3,3
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,kyd3x36s,53,2,2,1,1,1,2,2,3,3,4,5,5,5,4,"porque eran insuficientes hras para regar",1,1,1
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,09repz7k,65,2,2,1,0,2,2,10,5,5,4,4,4,2,4,"que necesitaron mas agua ",3,2,2
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,e45152eq,65,2,1,1,1,2,2,5,5,5,5,5,5,4,4,"porque necesitaban mas.  tenian mas siembra",2,2,2
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,ftyhd2zr,54,2,2,1,0,1,2,5,7,6,4,4,4,4,5,"abuso  saviendoke estaba incuriendo en una falta grave",2,3,2
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,dlick8u9,74,2,2,1,0,2,2,0,0,10,4,4,4,4,5,"porque les falto agua",1,1,3
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,vqwdzmfp,56,2,3,1,0,3,1,1,0,1,5,2,4,3,4,"",1,1,1
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,3vc60kwn,57,2,2,1,0,2,2,3,3,3,1,1,1,1,1,"se aprovecharon",1,1,1
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,jmt6xebq,63,2,3,1,0,1,2,1,1,0,2,1,1,2,1,"por  el cultivo  que  tengan             i  por  el  desacuerdo",1,1,1
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,n3xoke5a,62,2,1,1,1,1,2,6,9,7,4,4,5,5,5,"porque faltaba agua",2,3,3
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,w4r2ncw2,47,1,3,1,1,1,2,6,3,6,4,5,3,1,3,"porque no le alcanzaba para regar sus sembrados    ",2,1,2
1,0,7,all_apps_wide-2024-06-30-SESION3.csv,0,s437p86a,71,2,3,1,1,1,2,10,10,10,2,3,5,4,5,"porque las necesitaban",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,9oxavd19,44,1,4,2,1,2,2,5,4,10,1,2,3,1,3,"la necesidad impuesta ya sea para no perder ganancia o por el orden del turno",2,2,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,tbfw3yik,25,1,3,1,1,3,1,5,6,10,1,4,5,4,4,"siento que es porque les falto en la jugada anterior y por eso quisieron sacar mas pero yo siento que debe ser por partes iguales y en el verado regar mas , dia por medio cada vecino y si todos pueden regar sus cultivos  ",2,2,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,q7j7cso5,30,1,4,2,0,5,1,10,9,9,5,3,5,3,5,"priorizar propias ganancias antes las del otro",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,lqlw4a24,31,1,4,2,1,1,2,8,8,8,2,2,1,2,3,"Los motivos que muchos de los partcipantes ocuparon mas de las 12 horas estipuladas durante la actividad por los siguiente primiro por la dinamica de la actividad la cual cada ronda indicaba la cantidad de horas a utilizar y es el numero que registraban en el recuadro, lo segundo es por el concepto de competir y no perder la ganacia inicial.",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,ozaf3wau,69,2,3,1,0,4,1,10,10,10,4,4,2,5,4,"Es de cuiudado el agua en sus horas diarias no es posible agua en tiempo  muy extendido sobre todo en los campos. es lo que me recuerdo cuando niño con mis abuelos del campo.",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,54w8dgb2,58,2,3,1,1,2,2,4,2,5,3,4,5,4,5,"para querer quedarse con toso el tiempo de agua, sin considerar el respeto a los demas ",2,1,2
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,o9pz6hg6,60,2,3,1,0,1,2,0,10,10,2,1,2,4,2,"La necesidad de cumplir con su siembra",1,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,jhfab5x5,67,2,3,1,1,1,2,10,10,5,2,2,4,1,4,"",3,3,2
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,m96i3iv2,76,2,3,1,0,4,1,10,9,10,5,5,5,5,5,"Ambicion de poder y aprovechamiento de los recursos naturales",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,5sdxvyfs,79,2,3,1,1,2,2,4,4,4,2,1,1,1,2,"no son responsablesy se aprovechan de las circustancias",2,2,2
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,jv40ujnw,72,2,4,2,1,2,2,8,5,8,5,5,5,5,5,"Tal vez fue porque tenian necesidades urgentes por sus producciones. o tal vez porque no les importa respetar a los demás, ni tampoco las reglas impuestas por la autoridad, son gente inescrupulosa.",3,2,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,b7mumj7w,78,2,4,2,1,3,1,6,6,8,4,4,4,4,4,"por cubrir sus necesidades sin importar los demás",2,2,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,gnka6dy1,79,2,2,1,0,2,2,10,10,10,2,2,2,2,2,"",3,3,3
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,vo44j082,77,2,2,1,1,2,2,6,6,6,1,1,5,2,3,"",2,2,2
0,0,8,all_apps_wide-2024-08-24-SESION1.csv,1,q6e0qcw6,79,2,3,1,1,3,1,10,10,8,3,5,4,4,4,"por interes personal de cada persona.",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,rnp0ac5p,52,2,3,1,1,2,2,10,10,10,5,5,5,4,4,"por necesidad. necesitaban agua para regar la totalidad",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,9rkeoa86,57,2,2,1,1,1,2,8,6,7,5,5,5,5,5,"porque tal vez no alcanzo arregar todo el terreno ",3,2,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,2mscqceh,69,2,2,1,1,1,2,10,10,9,2,3,2,4,4,"necesitaba mas agua",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,0ma2n64g,69,2,2,1,0,1,2,10,10,10,4,4,4,5,5,"presentaban mayor necesidad de riego",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,ifcmvvap,58,2,3,1,1,2,2,10,10,10,4,4,2,4,4,"porque era verano",3,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,91vo620h,68,2,3,1,0,5,1,4,8,8,3,3,5,4,5,"d",2,3,3
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,tvpxw4ft,39,1,2,1,0,2,2,3,3,3,2,4,5,4,5,"por el tipo de cultibo",1,1,1
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,dzta1t57,35,1,3,1,1,2,2,5,8,5,3,5,5,4,5,"por la nesesidad de sus cultivos ",2,3,2
1,0,9,all_apps_wide-2024-10-15-SESION1.csv,1,6aonynpv,58,2,3,1,0,1,2,10,10,10,1,5,5,3,5,"para no perder su produccion",3,3,3
